Label,Artist,Id,Track,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Genre
Titanium (feat. Sia),David Guetta,679,Titanium (feat. Sia) David Guetta,0.604,0.788,-3.673,0.103,0.0678,0.153,0.127,0.301,126.06,245040,pop
Don't Speak,No Doubt,680,Don't Speak No Doubt,0.52,0.709,-7.125,0.0352,0.247,1.78e-05,0.18,0.536,76.039,263560,alternative rock
Over And Over,Hot Chip,681,Over And Over Hot Chip,0.774,0.794,-4.446,0.0358,0.00824,0.00317,0.08,0.724,120.002,347880,alternative dance
All The Small Things,blink-182,682,All The Small Things blink-182,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726,167067,pop punk
Bring Me To Life,Evanescence,683,Bring Me To Life Evanescence,0.331,0.943,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,alternative metal
I Miss You,blink-182,684,I Miss You blink-182,0.664,0.781,-6.547,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,227240,pop punk
My Immortal,Evanescence,685,My Immortal Evanescence,0.19,0.265,-9.206,0.0356,0.863,0.0,0.134,0.101,79.012,262533,alternative metal
Paradise City,Guns N' Roses,686,Paradise City Guns N' Roses,0.268,0.98,-5.958,0.103,0.0192,0.00709,0.182,0.395,100.315,405600,glam metal
Times Like These,Foo Fighters,687,Times Like These Foo Fighters,0.376,0.908,-3.793,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,265560,alternative metal
Jailhouse Rock,Elvis Presley,688,Jailhouse Rock Elvis Presley,0.647,0.582,-9.538,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,146480,adult standards
Hey Boy Hey Girl,The Chemical Brothers,689,Hey Boy Hey Girl The Chemical Brothers,0.632,0.92,-4.976,0.0531,0.119,0.508,0.114,0.363,127.001,290493,alternative dance
My Sharona,The Knack,690,My Sharona The Knack,0.586,0.7,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400,album rock
Hysteria,Muse,691,Hysteria Muse,0.412,0.92,-4.852,0.0575,0.000456,0.0026,0.11,0.455,93.162,227440,alternative rock
You Only Live Once,The Strokes,692,You Only Live Once The Strokes,0.63,0.908,-2.42,0.0326,0.0238,0.592,0.116,0.968,120.522,189227,alternative rock
Telephone,Lady Gaga,693,Telephone Lady Gaga,0.825,0.832,-5.853,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627,pop
All of Me - (Tiësto's Birthday Treatment Remix) [Radio Edit],John Legend,694,All of Me - (Tiësto's Birthday Treatment Remix) [Radio Edit] John Legend,0.606,0.72,-6.253,0.0283,0.000149,0.00165,0.0745,0.178,127.985,251613,pop
Berzerk,Eminem,695,Berzerk Eminem,0.739,0.872,-4.059,0.333,0.0217,0.0,0.26,0.684,95.084,238746,detroit hip hop
Rap God,Eminem,696,Rap God Eminem,0.708,0.843,-2.66,0.314,0.397,0.0,0.799,0.625,148.14,363521,detroit hip hop
I Won't Give Up,Jason Mraz,697,I Won't Give Up Jason Mraz,0.585,0.303,-10.058,0.0398,0.694,0.0,0.115,0.142,136.703,240166,acoustic pop
Stan,Eminem,698,Stan Eminem,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,detroit hip hop
Problem,Ariana Grande,699,Problem Ariana Grande,0.66,0.805,-5.352,0.153,0.0192,8.83e-06,0.159,0.625,103.008,193920,pop
I Could Be The One [Avicii vs Nicky Romero] - Nicktim - Radio Edit,Avicii,700,I Could Be The One [Avicii vs Nicky Romero] - Nicktim - Radio Edit Avicii,0.575,0.906,-6.55,0.0415,0.135,0.482,0.289,0.595,127.981,214516,karaoke
Tears In Heaven,Eric Clapton,701,Tears In Heaven Eric Clapton,0.695,0.336,-12.999,0.0313,0.8,0.00264,0.701,0.422,79.109,280000,album rock
Levels - Radio Edit,Avicii,702,Levels - Radio Edit Avicii,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,199907,dance pop
One Headlight,The Wallflowers,703,One Headlight The Wallflowers,0.701,0.539,-8.968,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627,alternative rock
Walk,Foo Fighters,704,Walk Foo Fighters,0.234,0.865,-5.131,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,255960,alternative metal
Ironic,Alanis Morissette,705,Ironic Alanis Morissette,0.408,0.582,-8.305,0.0508,0.218,0.0,0.159,0.365,114.926,230000,canadian pop
Blue Moon,Beck,706,Blue Moon Beck,0.685,0.645,-6.73,0.0256,0.182,0.00532,0.138,0.461,119.936,242347,alternative rock
Angels,The xx,707,Angels The xx,0.424,0.157,-18.141,0.0428,0.95,0.0593,0.101,0.342,91.537,171653,downtempo
Beautiful Day,U2,708,Beautiful Day U2,0.539,0.926,-6.495,0.0499,0.014,0.00136,0.36,0.454,136.279,246400,irish rock
Bounce - Radio Edit,Calvin Harris,709,Bounce - Radio Edit Calvin Harris,0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.941,222187,dance pop
Bulletproof,La Roux,710,Bulletproof La Roux,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,alternative dance
Crazy in Love,Beyoncé,711,Crazy in Love Beyoncé,0.646,0.77,-6.596,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,dance pop
Cry Me a River,Justin Timberlake,712,Cry Me a River Justin Timberlake,0.624,0.654,-6.582,0.183,0.577,0.0,0.104,0.564,73.898,288333,dance pop
Don't Stop Me Now,Queen,713,Don't Stop Me Now Queen,0.563,0.865,-5.277,0.16,0.0472,0.000191,0.77,0.601,156.271,209413,classic rock
Firework,Katy Perry,714,Firework Katy Perry,0.638,0.826,-4.968,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,dance pop
Get Ur Freak On,Missy Elliott,715,Get Ur Freak On Missy Elliott,0.797,0.75,-9.369,0.247,0.533,0.108,0.095,0.74,177.87,211120,dance pop
I Gotta Feeling,The Black Eyed Peas,716,I Gotta Feeling The Black Eyed Peas,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,dance pop
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,717,Moves Like Jagger - Studio Recording From The Voice Performance Maroon 5,0.722,0.758,-4.477,0.0471,0.0111,0.0,0.308,0.62,128.047,201160,pop
My Name Is,Eminem,718,My Name Is Eminem,0.869,0.68,-6.233,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,268400,detroit hip hop
November Rain,Guns N' Roses,719,November Rain Guns N' Roses,0.294,0.641,-9.316,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,glam metal
Paparazzi,Lady Gaga,720,Paparazzi Lady Gaga,0.762,0.692,-3.973,0.0438,0.113,0.0,0.094,0.397,114.906,208307,art pop
Party Rock Anthem,LMFAO,721,Party Rock Anthem LMFAO,0.75,0.727,-4.21,0.142,0.0189,0.0,0.266,0.359,129.993,262173,dance pop
Price Tag,Jessie J,722,Price Tag Jessie J,0.638,0.831,-3.944,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223053,pop rap
S&M,Rihanna,723,S&M Rihanna,0.769,0.684,-5.019,0.0411,0.0105,0.000125,0.0887,0.835,127.972,243600,barbadian pop
Sexy And I Know It,LMFAO,724,Sexy And I Know It LMFAO,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,199480,dance pop
Summer Of '69,Bryan Adams,725,Summer Of '69 Bryan Adams,0.508,0.834,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,album rock
The Cave,Mumford & Sons,726,The Cave Mumford & Sons,0.595,0.506,-9.682,0.0388,0.0464,0.000138,0.107,0.346,141.981,217987,modern folk rock
Use Somebody,Kings Of Leon,727,Use Somebody Kings Of Leon,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,modern rock
We Found Love,Rihanna,728,We Found Love Rihanna,0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,pop rap
Welcome To The Jungle,Guns N' Roses,729,Welcome To The Jungle Guns N' Roses,0.453,0.987,-4.485,0.0889,0.0195,0.283,0.268,0.316,123.544,273480,glam metal
Bitter Sweet Symphony - 2004 Digital Remaster,The Verve,730,Bitter Sweet Symphony - 2004 Digital Remaster The Verve,0.354,0.9,-7.071,0.0453,0.038,0.0,0.274,0.523,171.06,358693,alternative rock
Don't Look Back In Anger,Oasis,731,Don't Look Back In Anger Oasis,0.328,0.936,-3.254,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,289560,beatlesque
Down Under,Men At Work,732,Down Under Men At Work,0.746,0.79,-4.7,0.0257,0.0485,0.0261,0.0534,0.891,107.231,220867,album rock
Eye of the Tiger,Survivor,733,Eye of the Tiger Survivor,0.817,0.599,-9.249,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640,album rock
Stairway To Heaven,Led Zeppelin,734,Stairway To Heaven Led Zeppelin,0.338,0.34,-12.049,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,album rock
Wake Me up Before You Go-Go,Wham!,735,Wake Me up Before You Go-Go Wham!,0.62,0.573,-11.893,0.0423,0.271,0.0,0.0607,0.897,81.548,231333,new wave pop
All That She Wants,Ace of Base,736,All That She Wants Ace of Base,0.798,0.625,-9.689,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,211213,bubblegum dance
Diamonds,Rihanna,737,Diamonds Rihanna,0.564,0.71,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,barbadian pop
Nothing Compares 2 U,Sinead O'Connor,738,Nothing Compares 2 U Sinead O'Connor,0.511,0.574,-7.016,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,280040,lilith
One More Night,Maroon 5,739,One More Night Maroon 5,0.718,0.82,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467,pop
Yeah!,Usher,740,Yeah! Usher,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,atl hip hop
Limit To Your Love,James Blake,741,Limit To Your Love James Blake,0.775,0.281,-10.216,0.096,0.549,0.242,0.0941,0.0398,139.949,276720,alternative r&b
Butterfly,Crazy Town,742,Butterfly Crazy Town,0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,alternative metal
Happy Together,The Turtles,743,Happy Together The Turtles,0.584,0.367,-9.638,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,brill building pop
I'm Yours,Jason Mraz,744,I'm Yours Jason Mraz,0.686,0.457,-8.322,0.0468,0.595,0.0,0.105,0.718,150.953,242187,acoustic pop
Lose Yourself to Dance,Daft Punk,745,Lose Yourself to Dance Daft Punk,0.832,0.659,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893,electro
Under Control,Calvin Harris,746,Under Control Calvin Harris,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,pop
Walk on the Wild Side,Lou Reed,747,Walk on the Wild Side Lou Reed,0.575,0.318,-16.729,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,art rock
Get Lucky,Daft Punk,748,Get Lucky Daft Punk,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,electro
Give Life Back to Music,Daft Punk,749,Give Life Back to Music Daft Punk,0.788,0.616,-10.671,0.0337,0.00286,0.549,0.0952,0.696,119.037,275387,electro
Wannabe,Spice Girls,750,Wannabe Spice Girls,0.768,0.864,-6.145,0.0324,0.101,0.0,0.162,0.891,110.008,173027,dance pop
Greyhound,Swedish House Mafia,751,Greyhound Swedish House Mafia,0.723,0.806,-4.989,0.0521,0.00661,0.873,0.276,0.539,124.976,410097,dance pop
Babel,Mumford & Sons,752,Babel Mumford & Sons,0.373,0.813,-6.13,0.0543,0.0253,0.000227,0.0826,0.647,80.465,208933,modern folk rock
Blurred Lines,Robin Thicke,753,Blurred Lines Robin Thicke,0.853,0.599,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,pop rap
Doin' it Right,Daft Punk,754,Doin' it Right Daft Punk,0.804,0.451,-8.207,0.0949,0.388,2.17e-05,0.0924,0.19,178.061,251293,electro
Just Give Me a Reason,P!nk,755,Just Give Me a Reason P!nk,0.778,0.547,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,dance pop
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,The Mojos,756,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit The Mojos,0.826,0.668,-6.329,0.0571,0.223,6.92e-05,0.167,0.534,118.99,215187,israeli pop
Undisclosed Desires,Muse,757,Undisclosed Desires Muse,0.683,0.585,-6.76,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000,alternative rock
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,758,"Young, Wild & Free (feat. Bruno Mars) Snoop Dogg",0.715,0.655,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078,207333,dance pop
Love Love Love,Of Monsters and Men,759,Love Love Love Of Monsters and Men,0.324,0.367,-9.814,0.0377,0.806,8.98e-05,0.0836,0.16,110.947,238787,folk-pop
Kryptonite,3 Doors Down,760,Kryptonite 3 Doors Down,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,233933,alternative metal
Only Love,Ben Howard,761,Only Love Ben Howard,0.545,0.485,-9.941,0.151,0.3,0.00137,0.119,0.341,80.401,249173,british singer-songwriter
Can't Get You Out Of My Head,Kylie Minogue,762,Can't Get You Out Of My Head Kylie Minogue,0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007,230640,australian dance
Alejandro,Lady Gaga,763,Alejandro Lady Gaga,0.626,0.799,-6.612,0.046,0.000358,0.00155,0.36,0.369,98.992,274213,art pop
Scary Monsters And Nice Sprites,Skrillex,764,Scary Monsters And Nice Sprites Skrillex,0.523,0.944,-3.581,0.0837,0.00336,0.557,0.119,0.324,139.997,243354,brostep
Stronger (What Doesn't Kill You),Kelly Clarkson,765,Stronger (What Doesn't Kill You) Kelly Clarkson,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,221947,dance pop
Gangnam Style (강남스타일),PSY,766,Gangnam Style (강남스타일) PSY,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067,219493,k-pop
Hall of Fame,The Script,767,Hall of Fame The Script,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,pop
I Still Haven't Found What I'm Looking For,U2,768,I Still Haven't Found What I'm Looking For U2,0.564,0.774,-9.424,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477,irish rock
Scream & Shout,will.i.am,769,Scream & Shout will.i.am,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400,pop
Addicted To You,Avicii,770,Addicted To You Avicii,0.569,0.785,-4.057,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,148387,dance pop
Applause,Lady Gaga,771,Applause Lady Gaga,0.669,0.78,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,art pop
Do What U Want,Lady Gaga,772,Do What U Want Lady Gaga,0.778,0.801,-4.65,0.086,0.345,1.18e-06,0.0881,0.534,97.47,216573,pop
I Need Your Love,Calvin Harris,773,I Need Your Love Calvin Harris,0.695,0.869,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989,234507,pop
Roar,Katy Perry,774,Roar Katy Perry,0.671,0.771,-4.821,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223546,dance pop
This Is What It Feels Like,Armin van Buuren,775,This Is What It Feels Like Armin van Buuren,0.332,0.614,-8.13,0.0353,0.129,0.0257,0.146,0.109,130.011,239800,dutch trance
We Can't Stop,Miley Cyrus,776,We Can't Stop Miley Cyrus,0.613,0.622,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,dance pop
You Make Me,Avicii,777,You Make Me Avicii,0.586,0.727,-4.799,0.039,0.00247,0.0107,0.152,0.496,124.99,233347,dance pop
Feel This Moment,Pitbull,778,Feel This Moment Pitbull,0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,229507,pop
She Wolf (Falling to Pieces) [feat. Sia],David Guetta,779,She Wolf (Falling to Pieces) [feat. Sia] David Guetta,0.491,0.857,-2.634,0.0656,0.0834,7.57e-06,0.344,0.395,129.971,222500,pop
Starships,Nicki Minaj,780,Starships Nicki Minaj,0.747,0.716,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,210627,dance pop
Try,P!nk,781,Try P!nk,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,247907,dance pop
We'll Be Coming Back,Calvin Harris,782,We'll Be Coming Back Calvin Harris,0.596,0.952,-4.364,0.0873,0.00131,0.0,0.598,0.571,127.945,234360,house
Red Lights,Tiësto,783,Red Lights Tiësto,0.654,0.83,-4.801,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,262200,big room
Animals,Martin Garrix,784,Animals Martin Garrix,0.677,0.866,-6.403,0.0392,0.00165,0.662,0.412,0.0386,128.005,303827,dance pop
Black And Yellow,Wiz Khalifa,785,Black And Yellow Wiz Khalifa,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02,217667,dance pop
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,786,If I Lose Myself - Alesso vs OneRepublic OneRepublic,0.523,0.782,-4.846,0.041,0.219,1.03e-05,0.133,0.164,125.998,214813,pop
Under Cover of Darkness,The Strokes,787,Under Cover of Darkness The Strokes,0.35,0.775,-3.364,0.054,0.00433,0.283,0.0676,0.588,199.866,235547,alternative rock
Waiting All Night (feat. Ella Eyre),Rudimental,788,Waiting All Night (feat. Ella Eyre) Rudimental,0.544,0.728,-5.358,0.05,0.00264,0.00959,0.427,0.281,174.983,292587,tropical house
Purple Rain,Prince & The Revolution,789,Purple Rain Prince & The Revolution,0.367,0.452,-10.422,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,funk
Backseat Freestyle,Kendrick Lamar,790,Backseat Freestyle Kendrick Lamar,0.546,0.651,-7.601,0.3,0.000739,0.0,0.235,0.646,77.878,212653,conscious hip hop
Daylight,Matt and Kim,791,Daylight Matt and Kim,0.57,0.798,-4.92,0.0323,0.102,0.000128,0.178,0.671,103.303,171333,brooklyn indie
P.Y.T. (Pretty Young Thing),Michael Jackson,792,P.Y.T. (Pretty Young Thing) Michael Jackson,0.888,0.815,-4.909,0.0404,0.23,0.000424,0.127,0.961,127.273,238733,pop
The Time (Dirty Bit),The Black Eyed Peas,793,The Time (Dirty Bit) The Black Eyed Peas,0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,307640,dance pop
Wild Ones (feat. Sia),Flo Rida,794,Wild Ones (feat. Sia) Flo Rida,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,232947,pop
Boys Don't Cry,The Cure,795,Boys Don't Cry The Cure,0.465,0.841,-5.767,0.0633,0.00486,0.0,0.109,0.689,168.743,157533,new wave
Buffalo Soldier,Bob Marley & The Wailers,796,Buffalo Soldier Bob Marley & The Wailers,0.929,0.463,-8.651,0.308,0.142,5.26e-06,0.0634,0.757,124.084,255840,reggae
Any Way You Want It,Journey,797,Any Way You Want It Journey,0.529,0.932,-7.501,0.0488,0.00251,0.00109,0.136,0.571,138.158,201693,album rock
Busy Earnin',Jungle,798,Busy Earnin' Jungle,0.552,0.883,-5.61,0.0355,0.209,4.91e-06,0.0912,0.745,99.967,181773,indie soul
ABC,Jackson 5,799,ABC Jackson 5,0.715,0.678,-11.842,0.0475,0.486,0.000192,0.15,0.947,94.769,177733,adult standards
The Lazy Song,Bruno Mars,800,The Lazy Song Bruno Mars,0.794,0.711,-5.124,0.0699,0.3,0.0,0.0955,0.955,174.915,189109,dance pop
Don't You Want Me - 2002 - Remaster,The Human League,801,Don't You Want Me - 2002 - Remaster The Human League,0.566,0.701,-9.092,0.0451,0.000916,1.64e-05,0.362,0.771,126.665,298840,art rock
Tainted Love,Soft Cell,802,Tainted Love Soft Cell,0.5,0.501,-8.284,0.0376,0.462,0.0,0.26,0.623,144.438,153800,new romantic
I Will Always Love You,Whitney Houston,803,I Will Always Love You Whitney Houston,0.332,0.214,-12.518,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,dance pop
Rock Your Body,Justin Timberlake,804,Rock Your Body Justin Timberlake,0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,dance pop
Superstition - Single Version,Stevie Wonder,805,Superstition - Single Version Stevie Wonder,0.637,0.745,-8.607,0.0748,0.0173,0.000554,0.0372,0.859,100.384,244827,adult standards
California Gurls - feat. Snoop Dogg,Katy Perry,806,California Gurls - feat. Snoop Dogg Katy Perry,0.794,0.743,-4.312,0.0514,0.00496,0.0,0.18,0.447,125.022,235107,dance pop
Clique,Kanye West,807,Clique Kanye West,0.66,0.539,-5.947,0.324,0.0534,0.0,0.222,0.307,109.318,293613,rap
Club Can't Handle Me - feat. David Guetta,Flo Rida,808,Club Can't Handle Me - feat. David Guetta Flo Rida,0.623,0.882,-2.574,0.0322,0.0205,0.0,0.194,0.525,127.98,232616,dance pop
DJ Got Us Fallin' in Love,Usher,809,DJ Got Us Fallin' in Love Usher,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,220800,pop
Dynamite,Taio Cruz,810,Dynamite Taio Cruz,0.751,0.783,-3.724,0.0859,0.00379,0.0,0.036,0.816,119.975,202613,dance pop
Fireflies,Owl City,811,Fireflies Owl City,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,indietronica
Good Feeling,Flo Rida,812,Good Feeling Flo Rida,0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,dance pop
Good Time,Owl City,813,Good Time Owl City,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933,post-teen pop
Grenade,Bruno Mars,814,Grenade Bruno Mars,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,222091,dance pop
I Love It (feat. Charli XCX) - Original Version,Icona Pop,815,I Love It (feat. Charli XCX) - Original Version Icona Pop,0.703,0.779,-8.42,0.0474,0.00776,0.531,0.0865,0.859,125.998,160183,
Just The Way You Are,Bruno Mars,816,Just The Way You Are Bruno Mars,0.635,0.841,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,dance pop
Lights,Ellie Goulding,817,Lights Ellie Goulding,0.683,0.789,-6.132,0.0353,0.0283,0.0492,0.112,0.809,120.013,211800,dance pop
Like A G6,Far East Movement,818,Like A G6 Far East Movement,0.435,0.837,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913,216893,dance pop
Love On Top,Beyoncé,819,Love On Top Beyoncé,0.652,0.748,-5.242,0.0887,0.0849,0.0,0.604,0.652,94.1,267413,dance pop
Marry You,Bruno Mars,820,Marry You Bruno Mars,0.621,0.82,-4.865,0.0367,0.332,0.0,0.104,0.452,144.905,230192,dance pop
On The Floor,Jennifer Lopez,821,On The Floor Jennifer Lopez,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,pop rap
Only Girl (In The World),Rihanna,822,Only Girl (In The World) Rihanna,0.789,0.706,-4.233,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,235493,barbadian pop
Paper Planes,M.I.A.,823,Paper Planes M.I.A.,0.447,0.848,-6.175,0.222,0.033,7.46e-05,0.65,0.485,172.253,205200,dance pop
Party In The U.S.A.,Miley Cyrus,824,Party In The U.S.A. Miley Cyrus,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,dance pop
Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi,825,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit) Kid Cudi,0.722,0.687,-5.189,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,indietronica
Raise Your Glass,P!nk,826,Raise Your Glass P!nk,0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,202960,dance pop
Rude Boy,Rihanna,827,Rude Boy Rihanna,0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,0.812,173.906,222920,barbadian pop
Shake It Off,Taylor Swift,828,Shake It Off Taylor Swift,0.648,0.785,-5.414,0.165,0.0561,0.0,0.148,0.943,160.02,219200,pop
Sweat (Snoop Dogg vs. David Guetta) [Remix],Snoop Dogg,829,Sweat (Snoop Dogg vs. David Guetta) [Remix] Snoop Dogg,0.813,0.732,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,195987,pop rap
The Man Who Can't Be Moved,The Script,830,The Man Who Can't Be Moved The Script,0.605,0.629,-5.051,0.0279,0.437,0.0,0.097,0.308,99.894,241373,celtic rock
Thinking About You,Calvin Harris,831,Thinking About You Calvin Harris,0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933,dance pop
Titanium - feat. Sia,David Guetta,832,Titanium - feat. Sia David Guetta,0.604,0.788,-3.673,0.103,0.0678,0.153,0.127,0.301,126.06,245040,pop
Turn Down for What,DJ Snake,833,Turn Down for What DJ Snake,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,pop rap
Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup (TM) Song),Shakira,834,Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup (TM) Song) Shakira,0.766,0.873,-6.381,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,colombian pop
We Will Rock You,Queen,835,We Will Rock You Queen,0.693,0.497,-7.316,0.119,0.679,0.0,0.258,0.473,81.308,122067,classic rock
What's My Name?,Rihanna,836,What's My Name? Rihanna,0.689,0.784,-2.972,0.074,0.182,0.0,0.0843,0.561,99.954,263173,barbadian pop
Where Have You Been,Rihanna,837,Where Have You Been Rihanna,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680,barbadian pop
Wide Awake,Katy Perry,838,Wide Awake Katy Perry,0.514,0.683,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947,dance pop
Wiggle (feat. Snoop Dogg),Jason Derulo,839,Wiggle (feat. Snoop Dogg) Jason Derulo,0.697,0.621,-6.886,0.25,0.0802,0.0,0.162,0.721,81.946,193296,pop rap
The Edge Of Glory,Lady Gaga,840,The Edge Of Glory Lady Gaga,0.581,0.772,-6.544,0.0401,0.000343,0.0191,0.11,0.361,127.952,320587,art pop
Domino,Jessie J,841,Domino Jessie J,0.757,0.547,-4.573,0.0355,0.0115,0.0,0.0445,0.793,126.977,231693,dance pop
Blame,Calvin Harris,842,Blame Calvin Harris,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,dance pop
FourFiveSeconds,Rihanna,843,FourFiveSeconds Rihanna,0.582,0.272,-5.662,0.0501,0.875,0.0,0.13,0.354,205.846,188238,barbadian pop
GDFR (feat. Sage The Gemini & Lookas),Flo Rida,844,GDFR (feat. Sage The Gemini & Lookas) Flo Rida,0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186,pop rap
Heroes (we could be),Alesso,845,Heroes (we could be) Alesso,0.503,0.748,-4.124,0.0619,0.0305,0.0,0.343,0.356,125.896,210013,pop
"Love Me Like You Do - From Fifty Shades Of Grey""""",Ellie Goulding,846,"Love Me Like You Do - From Fifty Shades Of Grey"""" Ellie Goulding",0.262,0.606,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857,252534,dance pop
Sugar,Maroon 5,847,Sugar Maroon 5,0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,pop
